990108630960206441	1470126-1
990056676630206441	1480660-5
990108738850206441	1484022-4
990108815930206441	1492747-0
990056537010206441	1438907-1
990108406800206441	1440914-8
990108423060206441	1442932-9
990108490160206441	1451745-0
990108774350206441	1487984-0
990101274550206441	2000310-9
