zdbId	source
2712392-3	ALEPH
2713737-5	ALEPH
2717223-5	ALEPH
2719033-X	ALEPH
2722826-5	ALEPH
2722924-5	ALEPH
2723790-4	ALEPH
2725-X	ALEPH
2725337-5	ALEPH
2726-1	ALEPH
272729-8	ALEPH
2731313-X	ALEPH
2732720-6	ALEPH
2733523-9	ALEPH
2734719-9	ALEPH
2735398-9	ALEPH
2737797-0	ALEPH
2743930-6	ALEPH
2746304-7	ALEPH
2755916-6	ALEPH
2757059-9	ALEPH
2758511-6	ALEPH
2762609-X	ALEPH
2763333-0	ALEPH
2771556-5	ALEPH
2772699-X	ALEPH
2777875-7	ALEPH
2778970-6	ALEPH
2784176-5	ALEPH
2784343-9	ALEPH
2797853-9	ALEPH
2797981-7	ALEPH
2799318-8	ALEPH
280002-0	ALEPH
2800165-5	ALEPH
2800297-0	ALEPH
2801026-7	ALEPH
2804278-5	ALEPH
2806762-9	ALEPH
2809205-3	ALEPH
2809263-6	ALEPH
2811667-7	ALEPH
281646-5	ALEPH
2818149-9	ALEPH
2818293-5	ALEPH
2819836-0	ALEPH
2822095-X	ALEPH
2823726-2	ALEPH
2824804-1	ALEPH
282782-7	ALEPH
282799-2	ALEPH
2830424-X	ALEPH
2833502-8	ALEPH
2834004-8	ALEPH
2834146-6	ALEPH
283735-3	ALEPH
2837549-X	ALEPH
2842016-0	ALEPH
2846481-3	ALEPH
2847546-X	ALEPH
2847550-1	ALEPH
2848132-X	ALEPH
2848141-0	ALEPH
2848939-1	ALEPH
2849034-4	ALEPH
2849201-8	ALEPH
2849245-6	ALEPH
2849919-0	ALEPH
2850231-0	ALEPH
2850694-7	ALEPH
2853160-7	ALEPH
2856445-5	ALEPH
2857944-6	ALEPH
2859609-2	ALEPH
2868323-7	ALEPH
2871607-3	ALEPH
2875949-7	ALEPH
2877555-7	ALEPH
288-4	ALEPH
2882-4	ALEPH
2882153-1	ALEPH
2889395-5	ALEPH
2890013-3	ALEPH
2891624-4	ALEPH
2892069-7	ALEPH
2894635-2	ALEPH
2899064-X	ALEPH
2901326-4	ALEPH
2909277-2	ALEPH
2910057-4	ALEPH
2910584-5	ALEPH
2918323-6	ALEPH
2923065-2	ALEPH
2923888-2	ALEPH
2927387-0	ALEPH
2929547-6	ALEPH
2940538-5	ALEPH
2941764-8	ALEPH
2943216-9	ALEPH
2944915-7	ALEPH
2945937-0	ALEPH
2950929-4	ALEPH
2952664-4	ALEPH
2952752-1	ALEPH
2952846-X	ALEPH
2952849-5	ALEPH
2960183-6	ALEPH
2963780-6	ALEPH
2968133-9	ALEPH
2968148-0	ALEPH
2970633-6	ALEPH
2972447-8	ALEPH
2973010-7	ALEPH
2973471-X	ALEPH
2976632-1	ALEPH
2976640-0	ALEPH
2978684-8	ALEPH
2980739-6	ALEPH
2981169-7	ALEPH
2981173-9	ALEPH
2982966-5	ALEPH
2983585-9	ALEPH
2998452-X	ALEPH
300116-7	ALEPH
300198-2	ALEPH
300199-4	ALEPH
300345-0	ALEPH
3005541-6	ALEPH
3008805-7	ALEPH
3011376-3	ALEPH
3012705-1	ALEPH
3015247-1	ALEPH
3015433-9	ALEPH
3016472-2	ALEPH
3017868-X	ALEPH
3017890-3	ALEPH
3017894-0	ALEPH
3017895-2	ALEPH
3017896-4	ALEPH
3017897-6	ALEPH
3017900-2	ALEPH
3018036-3	ALEPH
3018159-8	ALEPH
3019620-6	ALEPH
3023017-2	ALEPH
3029752-7	ALEPH
3032213-3	ALEPH
3033808-6	ALEPH
303728-9	ALEPH
303806-3	ALEPH
3044531-0	ALEPH
3051599-3	ALEPH
3055341-6	ALEPH
3056095-0	ALEPH
3062002-8	ALEPH
3062965-2	ALEPH
3064440-9	ALEPH
3064462-8	ALEPH
3064475-6	ALEPH
3064490-2	ALEPH
3064511-6	ALEPH
3064623-6	ALEPH
3064632-7	ALEPH
3064640-6	ALEPH
3064662-5	ALEPH
3064670-4	ALEPH
3067210-7	ALEPH
3067217-X	ALEPH
3067236-3	ALEPH
3067259-4	ALEPH
3067779-8	ALEPH
307243-5	ALEPH
3073581-6	ALEPH
3076285-6	ALEPH
3076345-9	ALEPH
3076355-1	ALEPH
3076379-4	ALEPH
3076454-3	ALEPH
3076459-2	ALEPH
3076493-2	ALEPH
3076501-8	ALEPH
3076512-2	ALEPH
3076523-7	ALEPH
3076539-0	ALEPH
3076542-0	ALEPH
3076605-9	ALEPH
3076613-8	ALEPH
3076632-1	ALEPH
3076649-7	ALEPH
3076765-9	ALEPH
3076772-6	ALEPH
3076782-9	ALEPH
3076793-3	ALEPH
3076842-1	ALEPH
3076869-X	ALEPH
3076905-X	ALEPH
3076916-4	ALEPH
3077047-6	ALEPH
3077217-5	ALEPH
3077254-0	ALEPH
3077283-7	ALEPH
3077296-5	ALEPH
3077364-7	ALEPH
3077372-6	ALEPH
3077411-1	ALEPH
3077433-0	ALEPH
3077436-6	ALEPH
3077530-9	ALEPH
3077537-1	ALEPH
3077548-6	ALEPH
3077560-7	ALEPH
3077580-2	ALEPH
3077588-7	ALEPH
3077629-6	ALEPH
3077637-5	ALEPH
3077655-7	ALEPH
3077707-0	ALEPH
3077714-8	ALEPH
3077735-5	ALEPH
3077773-2	ALEPH
3077781-1	ALEPH
3077793-8	ALEPH
3077826-8	ALEPH
3077849-9	ALEPH
3077853-0	ALEPH
3077872-4	ALEPH
3077916-9	ALEPH
3077926-1	ALEPH
3077934-0	ALEPH
3077949-2	ALEPH
3077958-3	ALEPH
3077983-2	ALEPH
3078002-0	ALEPH
3078030-5	ALEPH
3078039-1	ALEPH
3078080-9	ALEPH
3078100-0	ALEPH
3078137-1	ALEPH
3078146-2	ALEPH
3078150-4	ALEPH
3078441-4	ALEPH
3078507-8	ALEPH
3078607-1	ALEPH
308637-9	ALEPH
3091558-2	ALEPH
3092261-6	ALEPH
3092287-2	ALEPH
3092296-3	ALEPH
3092301-3	ALEPH
3092311-6	ALEPH
3092344-X	ALEPH
3092365-7	ALEPH
3092390-6	ALEPH
3092405-4	ALEPH
3092419-4	ALEPH
3092422-4	ALEPH
3092464-9	ALEPH
3092471-6	ALEPH
3092472-8	ALEPH
3092491-1	ALEPH
3092501-0	ALEPH
3092507-1	ALEPH
3092548-4	ALEPH
3092726-2	ALEPH
3092730-4	ALEPH
3092751-1	ALEPH
3092766-3	ALEPH
3092769-9	ALEPH
3092776-6	ALEPH
3092866-7	ALEPH
3092900-3	ALEPH
3092922-2	ALEPH
3092953-2	ALEPH
3092967-2	ALEPH
3093008-X	ALEPH
3093029-7	ALEPH
3093037-6	ALEPH
3093048-0	ALEPH
3093075-3	ALEPH
3093081-9	ALEPH
3093086-8	ALEPH
3093095-9	ALEPH
3093098-4	ALEPH
3093258-0	ALEPH
3093260-9	ALEPH
3093265-8	ALEPH
3093270-1	ALEPH
3093272-5	ALEPH
3093281-6	ALEPH
3093284-1	ALEPH
3093297-X	ALEPH
3093302-X	ALEPH
3093311-0	ALEPH
3093317-1	ALEPH
3093348-1	ALEPH
3093355-9	ALEPH
3093371-7	ALEPH
3093373-0	ALEPH
3093410-2	ALEPH
3093415-1	ALEPH
3093421-7	ALEPH
3093426-6	ALEPH
3093429-1	ALEPH
3093446-1	ALEPH
3093451-5	ALEPH
3093461-8	ALEPH
3093480-1	ALEPH
3093486-2	ALEPH
3093487-4	ALEPH
3093518-0	ALEPH
3093521-0	ALEPH
3093530-1	ALEPH
3093539-8	ALEPH
3093544-1	ALEPH
3093562-3	ALEPH
3093570-2	ALEPH
3093576-3	ALEPH
3093609-3	ALEPH
3093614-7	ALEPH
3093630-5	ALEPH
3093632-9	ALEPH
3093657-3	ALEPH
3093662-7	ALEPH
3093664-0	ALEPH
3093666-4	ALEPH
3093671-8	ALEPH
3093704-8	ALEPH
3093707-3	ALEPH
3093871-5	ALEPH
3093880-6	ALEPH
3093884-3	ALEPH
3093908-2	ALEPH
3093924-0	ALEPH
3093964-1	ALEPH
3093967-7	ALEPH
3093970-7	ALEPH
3093973-2	ALEPH
3093977-X	ALEPH
3093984-7	ALEPH
3093993-8	ALEPH
3093999-9	ALEPH
3094003-5	ALEPH
3094285-8	ALEPH
3094292-5	ALEPH
3094298-6	ALEPH
3094326-7	ALEPH
3094329-2	ALEPH
3094332-2	ALEPH
3094338-3	ALEPH
3094341-3	ALEPH
3094394-2	ALEPH
3094402-8	ALEPH
3094409-0	ALEPH
3094421-1	ALEPH
3094430-2	ALEPH
3094447-8	ALEPH
3094453-3	ALEPH
3097204-8	ALEPH
3097212-7	ALEPH
3097215-2	ALEPH
3097224-3	ALEPH
3097228-0	ALEPH
3097230-9	ALEPH
3097241-3	ALEPH
3097255-3	ALEPH
3097262-0	ALEPH
3097278-4	ALEPH
3097293-0	ALEPH
3097296-6	ALEPH
3097358-2	ALEPH
3097511-6	ALEPH
3097512-8	ALEPH
3097513-X	ALEPH
3097521-9	ALEPH
3097552-9	ALEPH
3097560-8	ALEPH
3097566-9	ALEPH
3097588-8	ALEPH
3097594-3	ALEPH
3097601-7	ALEPH
3097632-7	ALEPH
3097649-2	ALEPH
3097656-X	ALEPH
3097685-6	ALEPH
3097699-6	ALEPH
3097715-0	ALEPH
3097743-5	ALEPH
3097767-8	ALEPH
3097832-4	ALEPH
3097838-5	ALEPH
3097854-3	ALEPH
3097855-5	ALEPH
3099281-3	ALEPH
3099295-3	ALEPH
3099305-2	ALEPH
3099337-4	ALEPH
3099339-8	ALEPH
3099342-8	ALEPH
3099352-0	ALEPH
3099357-X	ALEPH
3099413-5	ALEPH
3099415-9	ALEPH
3099418-4	ALEPH
3099436-6	ALEPH
3099448-2	ALEPH
3099454-8	ALEPH
3099508-5	ALEPH
3099517-6	ALEPH
3099537-1	ALEPH
3099539-5	ALEPH
3099606-5	ALEPH
3099610-7	ALEPH
3099624-7	ALEPH
3099639-9	ALEPH
3099676-4	ALEPH
3099683-1	ALEPH
3099698-3	ALEPH
3099709-4	ALEPH
3099714-8	ALEPH
3099726-4	ALEPH
3099791-4	ALEPH
3099807-4	ALEPH
3099814-1	ALEPH
3099858-X	ALEPH
3099863-3	ALEPH
3099878-5	ALEPH
3099887-6	ALEPH
3099894-3	ALEPH
3099936-4	ALEPH
3099949-2	ALEPH
3099962-5	ALEPH
3099966-2	ALEPH
3099981-9	ALEPH
3100021-6	ALEPH
3100106-3	ALEPH
3100127-0	ALEPH
3100144-0	ALEPH
3100148-8	ALEPH
3100176-2	ALEPH
3100263-8	ALEPH
3100283-3	ALEPH
3100292-4	ALEPH
3100324-2	ALEPH
3100349-7	ALEPH
3100353-9	ALEPH
3100370-9	ALEPH
3100434-9	ALEPH
3100439-8	ALEPH
3100457-X	ALEPH
3100469-6	ALEPH
3100541-X	ALEPH
3100552-4	ALEPH
3100834-3	ALEPH
3100860-4	ALEPH
3100969-4	ALEPH
3100977-3	ALEPH
3100985-2	ALEPH
3100990-6	ALEPH
3100997-9	ALEPH
3101026-X	ALEPH
3101034-9	ALEPH
3101044-1	ALEPH
3101050-7	ALEPH
3101059-3	ALEPH
3101102-0	ALEPH
3101106-8	ALEPH
3101148-2	ALEPH
3101169-X	ALEPH
3101192-5	ALEPH
3101216-4	ALEPH
3101219-X	ALEPH
3101249-8	ALEPH
3101259-0	ALEPH
3101272-3	ALEPH
3101310-7	ALEPH
3101329-6	ALEPH
3101949-3	ALEPH
3105654-4	ALEPH
3108530-1	ALEPH
3110171-9	ALEPH
3110209-8	ALEPH
311086-2	ALEPH
3112247-4	ALEPH
3113652-7	ALEPH
3113677-1	ALEPH
3113772-6	ALEPH
3113790-8	ALEPH
3113798-2	ALEPH
3113816-0	ALEPH
3113851-2	ALEPH
3114022-1	ALEPH
3114033-6	ALEPH
3114040-3	ALEPH
3114045-2	ALEPH
3114114-6	ALEPH
3115075-5	ALEPH
3115176-0	ALEPH
3115190-5	ALEPH
3115194-2	ALEPH
3115204-1	ALEPH
3115323-9	ALEPH
3115331-8	ALEPH
3115348-3	ALEPH
3115354-9	ALEPH
3115376-8	ALEPH
3115503-0	ALEPH
3115511-X	ALEPH
3115516-9	ALEPH
3115927-8	ALEPH
3116057-8	ALEPH
3116214-9	ALEPH
3116216-2	ALEPH
3116220-4	ALEPH
3116236-8	ALEPH
3116254-X	ALEPH
3116259-9	ALEPH
3116261-7	ALEPH
3116352-X	ALEPH
3116361-0	ALEPH
3116366-X	ALEPH
3116376-2	ALEPH
3116385-3	ALEPH
3116435-3	ALEPH
3116441-9	ALEPH
3116449-3	ALEPH
3116457-2	ALEPH
3116464-X	ALEPH
3116481-X	ALEPH
3116563-1	ALEPH
3116568-0	ALEPH
3116637-4	ALEPH
3116645-3	ALEPH
3116646-5	ALEPH
3116666-0	ALEPH
3116672-6	ALEPH
3116675-1	ALEPH
3116680-5	ALEPH
3116896-6	ALEPH
3116904-1	ALEPH
3116943-0	ALEPH
3117026-2	ALEPH
3117030-4	ALEPH
3117036-5	ALEPH
3117053-5	ALEPH
3117067-5	ALEPH
3117069-9	ALEPH
3117209-X	ALEPH
3117214-3	ALEPH
3117221-0	ALEPH
3117229-5	ALEPH
3117242-8	ALEPH
3117245-3	ALEPH
3117251-9	ALEPH
3117262-3	ALEPH
3117347-0	ALEPH
3117349-4	ALEPH
3117359-7	ALEPH
3117364-0	ALEPH
3117367-6	ALEPH
3117369-X	ALEPH
3117606-9	ALEPH
3117617-3	ALEPH
3117633-1	ALEPH
3117643-4	ALEPH
3117650-1	ALEPH
3117657-4	ALEPH
3117731-1	ALEPH
3117732-3	ALEPH
3117735-9	ALEPH
3117740-2	ALEPH
3117757-8	ALEPH
3117768-2	ALEPH
3117777-3	ALEPH
3117897-2	ALEPH
3117901-0	ALEPH
3117907-1	ALEPH
3117914-9	ALEPH
3118034-6	ALEPH
3118042-5	ALEPH
3118050-4	ALEPH
311827-7	ALEPH
3119675-5	ALEPH
3120246-9	ALEPH
3120264-0	ALEPH
3120269-X	ALEPH
3120506-9	ALEPH
3120509-4	ALEPH
3120627-X	ALEPH
3120748-0	ALEPH
3120758-3	ALEPH
3120784-4	ALEPH
3121176-8	ALEPH
3121189-6	ALEPH
3121195-1	ALEPH
3121207-4	ALEPH
3121212-8	ALEPH
3121276-1	ALEPH
3121291-8	ALEPH
3121299-2	ALEPH
3121321-2	ALEPH
3121325-X	ALEPH
3121337-6	ALEPH
3121344-3	ALEPH
3121448-4	ALEPH
3121451-4	ALEPH
3121459-9	ALEPH
3121462-9	ALEPH
3121477-0	ALEPH
3121819-2	ALEPH
3121824-6	ALEPH
3121828-3	ALEPH
3121839-8	ALEPH
3121855-6	ALEPH
3121861-1	ALEPH
3121917-2	ALEPH
3121918-4	ALEPH
3121922-6	ALEPH
3121923-8	ALEPH
3121925-1	ALEPH
3121927-5	ALEPH
3121933-0	ALEPH
3121938-X	ALEPH
3121945-7	ALEPH
3122225-0	ALEPH
3122231-6	ALEPH
3122232-8	ALEPH
3122235-3	ALEPH
3122242-0	ALEPH
3122262-6	ALEPH
3122365-5	ALEPH
3122377-1	ALEPH
3122454-4	ALEPH
3122461-1	ALEPH
3122473-8	ALEPH
3122733-8	ALEPH
3122735-1	ALEPH
3122742-9	ALEPH
3122746-6	ALEPH
3122751-X	ALEPH
3122754-5	ALEPH
3122761-2	ALEPH
3122767-3	ALEPH
3122860-4	ALEPH
3122864-1	ALEPH
3122876-8	ALEPH
3122881-1	ALEPH
3122886-0	ALEPH
3122904-9	ALEPH
3123030-1	ALEPH
3123106-8	ALEPH
3123107-X	ALEPH
3123110-X	ALEPH
3123128-7	ALEPH
3123142-1	ALEPH
3123405-7	ALEPH
3123411-2	ALEPH
3123820-8	ALEPH
3123841-5	ALEPH
3123863-4	ALEPH
3123882-8	ALEPH
3128619-7	ALEPH
3129662-2	ALEPH
3129671-3	ALEPH
3129686-5	ALEPH
3129761-4	ALEPH
3129832-1	ALEPH
3130059-5	ALEPH
3130065-0	ALEPH
3130091-1	ALEPH
3130207-5	ALEPH
3130224-5	ALEPH
3130249-X	ALEPH
3130285-3	ALEPH
3130342-0	ALEPH
3130713-9	ALEPH
3130719-X	ALEPH
3130738-3	ALEPH
3130743-7	ALEPH
3130751-6	ALEPH
3135100-1	ALEPH
3135197-9	ALEPH
3135203-0	ALEPH
3135218-2	ALEPH
3135288-1	ALEPH
3135301-0	ALEPH
3135317-4	ALEPH
3135416-6	ALEPH
3135437-3	ALEPH
3135450-6	ALEPH
3135469-5	ALEPH
3135477-4	ALEPH
3135845-7	ALEPH
3137053-6	ALEPH
3137056-1	ALEPH
3137065-2	ALEPH
3137124-3	ALEPH
3137127-9	ALEPH
3137563-7	ALEPH
3137566-2	ALEPH
3137575-3	ALEPH
3137581-9	ALEPH
3140014-0	ALEPH
3147818-9	ALEPH
3149061-X	ALEPH
3149423-7	ALEPH
3155575-5	ALEPH
3159623-X	ALEPH
3160856-5	ALEPH
3162830-8	ALEPH
3162833-3	ALEPH
3162843-6	ALEPH
3162852-7	ALEPH
3162865-5	ALEPH
3162875-8	ALEPH
3163034-0	ALEPH
3163271-3	ALEPH
3163273-7	ALEPH
3163337-7	ALEPH
3163341-9	ALEPH
3163350-X	ALEPH
3163385-7	ALEPH
3163485-0	ALEPH
3163501-5	ALEPH
3163509-X	ALEPH
3163689-5	ALEPH
3163691-3	ALEPH
3163695-0	ALEPH
3163781-4	ALEPH
3163807-7	ALEPH
3163862-4	ALEPH
3163866-1	ALEPH
3163868-5	ALEPH
3163878-8	ALEPH
3163881-8	ALEPH
3163887-9	ALEPH
3163892-2	ALEPH
3166241-9	ALEPH
3166331-X	ALEPH
3166342-4	ALEPH
3166348-5	ALEPH
3166472-6	ALEPH
3166476-3	ALEPH
3166480-5	ALEPH
3166700-4	ALEPH
3167023-4	ALEPH
3167485-9	ALEPH
3167576-1	ALEPH
3169536-X	ALEPH
3169640-5	ALEPH
3169646-6	ALEPH
3169656-9	ALEPH
3169660-0	ALEPH
3169845-1	ALEPH
3169848-7	ALEPH
3169854-2	ALEPH
3169857-8	ALEPH
3169958-3	ALEPH
3169970-4	ALEPH
3170037-8	ALEPH
3170051-2	ALEPH
3170303-3	ALEPH
3170308-2	ALEPH
3170312-4	ALEPH
3170317-3	ALEPH
3170435-9	ALEPH
3170437-2	ALEPH
3170445-1	ALEPH
3170450-5	ALEPH
3185-9	ALEPH
3186919-1	ALEPH
320187-9	ALEPH
320275-6	ALEPH
320282-3	ALEPH
320906-4	ALEPH
32481-4	ALEPH
3256-6	ALEPH
3259-1	ALEPH
3283-9	ALEPH
330182-5	ALEPH
331250-1	ALEPH
331259-8	ALEPH
331402-9	ALEPH
3338-8	ALEPH
33487-X	ALEPH
33914-3	ALEPH
33968-4	ALEPH
340326-9	ALEPH
3414-9	ALEPH
342270-7	ALEPH
343104-6	ALEPH
344046-1	ALEPH
344049-7	ALEPH
344050-3	ALEPH
344052-7	ALEPH
345655-9	ALEPH
347713-7	ALEPH
349351-9	ALEPH
349352-0	ALEPH
349379-9	ALEPH
350281-8	ALEPH
350547-9	ALEPH
350963-1	ALEPH
352237-4	ALEPH
352551-X	ALEPH
353709-2	ALEPH
355426-0	ALEPH
355999-3	ALEPH
3633-X	ALEPH
3687-0	ALEPH
380103-2	ALEPH
381046-X	ALEPH
381047-1	ALEPH
3813-1	ALEPH
3839-8	ALEPH
400058-4	ALEPH
400067-5	ALEPH
400092-4	ALEPH
400093-6	ALEPH
400095-X	ALEPH
400096-1	ALEPH
400098-5	ALEPH
400140-0	ALEPH
400161-8	ALEPH
400264-7	ALEPH
400266-0	ALEPH
400270-2	ALEPH
400291-X	ALEPH
400292-1	ALEPH
400327-5	ALEPH
400332-9	ALEPH
400338-X	ALEPH
400346-9	ALEPH
400354-8	ALEPH
400356-1	ALEPH
400357-3	ALEPH
400381-0	ALEPH
400385-8	ALEPH
400401-2	ALEPH
400402-4	ALEPH
400409-7	ALEPH
400421-8	ALEPH
400449-8	ALEPH
400457-7	ALEPH
400463-2	ALEPH
400469-3	ALEPH
400505-3	ALEPH
400645-8	ALEPH
400775-X	ALEPH
400836-4	ALEPH
400853-4	ALEPH
400955-1	ALEPH
40133-X	ALEPH
401332-3	ALEPH
401342-6	ALEPH
401343-8	ALEPH
401346-3	ALEPH
401450-9	ALEPH
401462-5	ALEPH
401470-4	ALEPH
401565-4	ALEPH
401761-4	ALEPH
401765-1	ALEPH
401768-7	ALEPH
401837-0	ALEPH
401924-6	ALEPH
401938-6	ALEPH
401977-5	ALEPH
401986-6	ALEPH
402000-5	ALEPH
402164-2	ALEPH
402229-4	ALEPH
402230-0	ALEPH
402232-4	ALEPH
402233-6	ALEPH
402236-1	ALEPH
402237-3	ALEPH
402273-7	ALEPH
402274-9	ALEPH
402275-0	ALEPH
402276-2	ALEPH
402277-4	ALEPH
402378-X	ALEPH
402379-1	ALEPH
402389-4	ALEPH
402390-0	ALEPH
402418-7	ALEPH
402435-7	ALEPH
402444-8	ALEPH
402507-6	ALEPH
402508-8	ALEPH
402509-X	ALEPH
402516-7	ALEPH
402518-0	ALEPH
402612-3	ALEPH
402621-4	ALEPH
402713-9	ALEPH
402855-7	ALEPH
404215-3	ALEPH
404216-5	ALEPH
404395-9	ALEPH
404688-2	ALEPH
404692-4	ALEPH
404992-5	ALEPH
404994-9	ALEPH
405434-9	ALEPH
406003-9	ALEPH
406137-8	ALEPH
406139-1	ALEPH
408191-2	ALEPH
4083-6	ALEPH
408480-9	ALEPH
40891-8	ALEPH
409434-7	ALEPH
41016-0	ALEPH
41259-4	ALEPH
41269-7	ALEPH
412973-8	ALEPH
41530-3	ALEPH
41601-0	ALEPH
428-5	ALEPH
43230-1	ALEPH
43354-8	ALEPH
43370-6	ALEPH
43406-1	ALEPH
4371-0	ALEPH
4374-6	ALEPH
43964-2	ALEPH
452-2	ALEPH
466-2	ALEPH
469-8	ALEPH
4695-4	ALEPH
471-6	ALEPH
4873-2	ALEPH
4885-9	ALEPH
500115-8	ALEPH
500248-5	ALEPH
500249-7	ALEPH
500250-3	ALEPH
500256-4	ALEPH
500258-8	ALEPH
500338-6	ALEPH
500420-2	ALEPH
500823-2	ALEPH
500824-4	ALEPH
500972-8	ALEPH
501074-3	ALEPH
501099-8	ALEPH
501101-2	ALEPH
501141-3	ALEPH
501154-1	ALEPH
501173-5	ALEPH
501199-1	ALEPH
501222-3	ALEPH
501272-7	ALEPH
501389-6	ALEPH
501431-1	ALEPH
501470-0	ALEPH
501586-8	ALEPH
501592-3	ALEPH
502187-X	ALEPH
502195-9	ALEPH
502406-7	ALEPH
502414-6	ALEPH
502415-8	ALEPH
502846-2	ALEPH
503523-5	ALEPH
504-6	ALEPH
504349-9	ALEPH
504362-1	ALEPH
504363-3	ALEPH
504440-6	ALEPH
504463-7	ALEPH
504471-6	ALEPH
504479-0	ALEPH
504494-7	ALEPH
504495-9	ALEPH
504686-5	ALEPH
504809-6	ALEPH
504858-8	ALEPH
504989-1	ALEPH
505-8	ALEPH
505026-1	ALEPH
505027-3	ALEPH
505292-0	ALEPH
505748-6	ALEPH
505756-5	ALEPH
505764-4	ALEPH
505787-5	ALEPH
506087-4	ALEPH
506088-6	ALEPH
506167-2	ALEPH
506284-6	ALEPH
506435-1	ALEPH
506460-0	ALEPH
506730-3	ALEPH
506731-5	ALEPH
506732-7	ALEPH
506733-9	ALEPH
506804-6	ALEPH
506955-5	ALEPH
506998-1	ALEPH
507054-5	ALEPH
507312-1	ALEPH
507321-2	ALEPH
507704-7	ALEPH
507722-9	ALEPH
507725-4	ALEPH
507929-9	ALEPH
507963-9	ALEPH
507964-0	ALEPH
509001-5	ALEPH
510196-7	ALEPH
510205-4	ALEPH
510208-X	ALEPH
510209-1	ALEPH
510300-9	ALEPH
510303-4	ALEPH
510304-6	ALEPH
510309-5	ALEPH
510331-9	ALEPH
510361-7	ALEPH
510463-4	ALEPH
511049-X	ALEPH
511050-6	ALEPH
511051-8	ALEPH
511052-X	ALEPH
511524-3	ALEPH
511688-0	ALEPH
511696-X	ALEPH
511909-1	ALEPH
512063-9	ALEPH
512100-0	ALEPH
512116-4	ALEPH
512124-3	ALEPH
512307-0	ALEPH
512308-2	ALEPH
512484-0	ALEPH
512882-1	ALEPH
512953-9	ALEPH
512956-4	ALEPH
513042-6	ALEPH
513091-8	ALEPH
513093-1	ALEPH
513569-2	ALEPH
513652-0	ALEPH
513709-3	ALEPH
513717-2	ALEPH
513863-2	ALEPH
513864-4	ALEPH
513873-5	ALEPH
513874-7	ALEPH
513875-9	ALEPH
514255-6	ALEPH
514273-8	ALEPH
514548-X	ALEPH
514556-9	ALEPH
514564-8	ALEPH
514631-8	ALEPH
514632-X	ALEPH
514740-2	ALEPH
514921-6	ALEPH
514938-1	ALEPH
514961-7	ALEPH
514962-9	ALEPH
515049-8	ALEPH
515050-4	ALEPH
515051-6	ALEPH
515052-8	ALEPH
515663-4	ALEPH
515849-7	ALEPH
5160-3	ALEPH
516714-0	ALEPH
516766-8	ALEPH
5170-6	ALEPH
517305-X	ALEPH
517313-9	ALEPH
517315-2	ALEPH
517331-0	ALEPH
517723-6	ALEPH
517743-1	ALEPH
517753-4	ALEPH
517767-4	ALEPH
517775-3	ALEPH
517893-9	ALEPH
518013-2	ALEPH
518140-9	ALEPH
518429-0	ALEPH
518613-4	ALEPH
518851-9	ALEPH
519153-1	ALEPH
519491-X	ALEPH
519726-0	ALEPH
519938-4	ALEPH
520034-9	ALEPH
520092-1	ALEPH
520098-2	ALEPH
520371-5	ALEPH
520529-3	ALEPH
520689-3	ALEPH
520690-X	ALEPH
520691-1	ALEPH
521076-8	ALEPH
521091-4	ALEPH
521278-9	ALEPH
521405-1	ALEPH
521515-8	ALEPH
521673-4	ALEPH
521701-5	ALEPH
521712-X	ALEPH
525131-X	ALEPH
525187-4	ALEPH
525444-9	ALEPH
525584-3	ALEPH
527-7	ALEPH
527038-8	ALEPH
527293-2	ALEPH
527500-3	ALEPH
527506-4	ALEPH
527679-2	ALEPH
527695-0	ALEPH
527806-5	ALEPH
527868-5	ALEPH
527870-3	ALEPH
528076-X	ALEPH
528263-9	ALEPH
528264-0	ALEPH
528326-7	ALEPH
528864-2	ALEPH
529142-2	ALEPH
529162-8	ALEPH
529404-6	ALEPH
529487-3	ALEPH
529578-6	ALEPH
529654-7	ALEPH
529682-1	ALEPH
529764-3	ALEPH
529772-2	ALEPH
530054-X	ALEPH
530069-1	ALEPH
530073-3	ALEPH
530105-1	ALEPH
530153-1	ALEPH
530733-8	ALEPH
531064-7	ALEPH
5314-4	ALEPH
531442-2	ALEPH
531450-1	ALEPH
531518-9	ALEPH
531691-1	ALEPH
531796-4	ALEPH
531942-0	ALEPH
532125-6	ALEPH
532303-4	ALEPH
532398-8	ALEPH
532547-X	ALEPH
532706-4	ALEPH
532956-5	ALEPH
532978-4	ALEPH
533102-X	ALEPH
533272-2	ALEPH
533536-X	ALEPH
534023-8	ALEPH
534067-6	ALEPH
534147-4	ALEPH
534173-5	ALEPH
534297-1	ALEPH
534742-7	ALEPH
534858-4	ALEPH
535895-4	ALEPH
536031-6	ALEPH
536392-5	ALEPH
536444-9	ALEPH
536586-7	ALEPH
537081-4	ALEPH
537296-3	ALEPH
537311-6	ALEPH
537700-6	ALEPH
538343-2	ALEPH
538391-2	ALEPH
538405-9	ALEPH
538780-2	ALEPH
538782-6	ALEPH
538866-1	ALEPH
538883-1	ALEPH
538884-3	ALEPH
538890-9	ALEPH
538891-0	ALEPH
538904-5	ALEPH
538921-5	ALEPH
539039-4	ALEPH
539129-5	ALEPH
539277-9	ALEPH
539365-6	ALEPH
539371-1	ALEPH
539373-5	ALEPH
539439-9	ALEPH
539539-2	ALEPH
539850-2	ALEPH
540262-1	ALEPH
540264-5	ALEPH
540569-5	ALEPH
540572-5	ALEPH
540574-9	ALEPH
540576-2	ALEPH
